date,txCount,marketcap(USD),price(USD),exchangeVolume(USD),fees,generatedCoins,activeAddresses,medianFee,averageDifficulty,paymentCount
2017-08-05,3100,672541000.0,45.18,12131400.0,85.1869374,5025.23802207,22425,0.01411696,16078347512.3,8526,
2017-08-06,3038,723258000.0,48.57,8254240.0,68.61222843,4585.37829056,18032,0.0140946,15506550393.7,6891,
2017-08-07,3631,710052000.0,47.67,12794900.0,89.92330648,5072.07379956,25668,0.01407328,15867377782.9,9521,
2017-08-08,3776,750929000.0,50.4,12471600.0,148.732863235,4920.29211224,29080,0.01406132,16622466014.5,11458,
2017-08-09,3227,774178000.0,51.94,11466600.0,92.7023503071,4827.84324731,26634,0.01403896,16973562751.2,9660,
2017-08-10,2768,759514000.0,50.94,9147740.0,60.50483351,4837.47216158,15166,0.0140192,17185292921.4,5160,
2017-08-11,3128,735446000.0,49.31,8534390.0,89.32910345,5110.84344131,27692,0.0140036,17490640060.2,10916,
2017-08-12,3083,758739000.0,50.85,17349200.0,102.50760623,4512.1709575,24730,0.01398436,17252860426.6,8205,
2017-08-13,3131,737066000.0,49.38,19587800.0,106.62634046,4975.9265707,28947,0.01396252,16134897332.8,12222,
2017-08-14,3474,711941000.0,47.69,14023000.0,113.96209531,4968.01624286,31618,0.0139438,17163599661.7,13007,
2017-08-15,3291,746257000.0,49.97,13651100.0,132.09271038,4583.65982992,34271,0.01392716,17341423930.2,14419,
2017-08-16,2901,728672000.0,48.77,12423400.0,127.41589205,4839.22841201,36883,0.01390896,16476796751.8,15459,
2017-08-17,3063,729528000.0,48.82,11176000.0,116.88422694,4900.62077716,33108,0.01388868,17214193062.2,13097,
2017-08-18,2718,708081000.0,47.37,14517200.0,93.4567759561,4808.66054188,27899,0.0138684,16846535043.9,11647,
2017-08-19,3493,702398000.0,46.97,27038800.0,139.35533595,4558.323281,33656,0.01384916,16191801085.8,14202,
2017-08-20,2663,834239000.0,55.79,15702600.0,67.17044,4937.39073035,18188,0.01382836,16962386752.9,7319,
2017-08-21,7050,817490000.0,54.67,238775000.0,223.965721871,4617.97396299,60282,0.01380912,17229115409.9,21449,
2017-08-22,7532,1166240000.0,77.99,150286000.0,246.31598084,5093.33423698,78059,0.01241344,16815979303.3,32779,
2017-08-23,5938,1360920000.0,91.01,84961900.0,214.18798565,4757.167799,68726,0.0137592,18561262565.1,29330,
2017-08-24,4803,1351030000.0,90.35,70187100.0,228.4632493,4634.33502385,67504,0.0137514,19074499206.0,29143,
2017-08-25,6195,1293030000.0,86.47,95835700.0,214.399770965,4916.73332355,73490,0.01253784,18126501068.5,29346,
2017-08-26,8933,1606920000.0,107.46,301843000.0,237.658191796,5514.66797915,62648,0.0137124,21043118065.4,22363,
2017-08-27,7664,2057550000.0,137.59,92742200.0,168.60303905,4660.10672346,47364,0.01369056,28402997309.6,17211,
2017-08-28,8139,1961250000.0,130.76,216036000.0,246.31733599,4704.40940836,65135,0.01367288,26632873341.9,25008,
2017-08-29,8014,2163850000.0,144.24,104869000.0,236.21498868,4907.58091222,71023,0.01309828,27090979730.5,28672,
2017-08-30,6472,2008790000.0,133.84,106543000.0,160.34557281,4230.27664121,47160,0.01362764,27394816005.7,18027,
2017-08-31,5446,1980860000.0,131.95,131974000.0,108.52346441,4914.24854052,27997,0.01361984,24934404737.1,9987,
2017-09-01,5571,2112260000.0,140.65,163961000.0,112.66605923,4912.92944203,29876,0.01359956,25842580495.3,10098,
2017-09-02,4687,2123430000.0,141.35,128849000.0,101.37797022,4684.19221169,27403,0.01358188,27036681174.8,9962,
2017-09-03,4486,1877380000.0,124.93,92631100.0,90.12687029,4529.13392805,23591,0.01356108,27145734786.5,8210,
2017-09-04,5084,1897480000.0,126.23,89194700.0,121.24567099,4643.92179414,32240,0.01354444,26754233794.0,12363,
2017-09-05,5099,1605070000.0,106.75,113378000.0,122.3891187,4788.10455359,33691,0.01352572,27346011065.7,12834,
2017-09-06,5296,1786650000.0,118.78,64604400.0,134.20277825,4572.12277804,35400,0.01350856,27530830818.9,13922,
2017-09-07,4386,1826360000.0,121.39,62655700.0,98.15513185,4879.39585881,25884,0.01348828,27427863576.4,10079,
2017-09-08,4468,1810210000.0,120.28,159066000.0,106.02537827,4806.47949685,28796,0.01346956,29515823005.4,11065,
2017-09-09,3521,1779350000.0,118.19,39220400.0,71.85878418,4575.63470539,19840,0.01344928,30159404687.1,7328,
2017-09-10,3607,1741490000.0,115.64,50725200.0,89.52123577,4548.06676027,26600,0.0134316,28833364022.3,9732,
2017-09-11,3701,1702970000.0,113.05,30605900.0,73.6175951,4718.08508498,19443,0.0134134,29916363877.9,7161,
2017-09-12,3848,1698640000.0,112.72,40402700.0,70.01356966,4717.60569859,21306,0.01339312,29258838858.1,7147,
2017-09-13,4408,1685390000.0,111.81,88162900.0,85.3522908491,4396.26107195,25908,0.013377,30939212034.4,7361,
2017-09-14,5377,1678110000.0,111.29,133553000.0,111.41438642,4960.62768423,34858,0.01335984,30408107805.3,9731,
2017-09-15,4900,1253940000.0,83.13,176154000.0,107.05243079,4471.59136742,32595,0.0133406,31661719474.6,10476,
2017-09-16,3028,1510430000.0,100.11,71163500.0,61.59069116,4545.50652583,13419,0.01433544,30012019224.2,4582,
2017-09-17,3948,1433270000.0,94.97,41008200.0,78.90684862,4596.82890067,16954,0.01431976,30408679832.4,5607,
2017-09-18,4680,1416250000.0,93.81,63732100.0,99.23741807,4316.18241538,31591,0.01430296,29660970959.2,6682,
2017-09-19,4366,1522630000.0,100.83,48249700.0,84.92435326,4782.08720785,18995,0.01428,28187197035.8,6056,
2017-09-20,3858,1474840000.0,97.64,34198900.0,69.7726515,4641.76864936,17636,0.01426208,28572814526.6,5666,
2017-09-21,3931,1439880000.0,95.33,34290500.0,70.52356696,4584.41751448,20605,0.0142408,29793182429.9,5511,
2017-09-22,3831,1301560000.0,86.17,28179100.0,79.86773849,4616.06477419,20086,0.01422232,29688649338.6,5708,
2017-09-23,3704,1329730000.0,88.03,26372900.0,80.20264426,4431.79827131,17465,0.01420272,30673479407.0,5826,
2017-09-24,3467,1387760000.0,91.76,22224000.0,67.98079297,4704.69878007,15734,0.014182,29851988525.0,5389,
2017-09-25,4169,1352120000.0,89.37,28114300.0,86.28078123,4470.56042227,21265,0.01416576,29638129570.3,6198,
2017-09-26,4271,1419730000.0,93.81,32540800.0,100.49457932,4615.84894905,19776,0.0141456,29806094647.4,6529,
2017-09-27,4947,1404030000.0,92.75,51634900.0,118.87071423,4439.08369856,23242,0.01412656,30093444183.9,7386,
2017-09-28,4562,1528970000.0,100.97,41822000.0,92.63693574,4697.70580672,20647,0.01410808,30185072423.7,6424,
2017-09-29,4220,1473750000.0,97.3,38972400.0,87.2210401,4515.30081917,20154,0.01408512,31440635037.4,6348,
2017-09-30,3616,1430900000.0,94.44,28498000.0,87.07120494,4364.44995897,17446,0.01406608,31091441626.5,5792,
2017-10-01,3678,1448800000.0,95.59,25936500.0,84.17506598,4515.66511302,19137,0.014049,28995939580.6,5692,
2017-10-02,4281,1418400000.0,93.56,27534700.0,97.61636637,4709.01569081,24043,0.0140308,29769822493.7,7562,
2017-10-03,4122,1387960000.0,91.52,44289800.0,86.84713467,4415.2970187,20622,0.01400952,31539677951.9,5901,
2017-10-04,3515,1410000000.0,92.95,29568100.0,69.39101498,4540.16956473,16901,0.01399104,30407513177.1,5713,
2017-10-05,3400,1373110000.0,90.49,27697400.0,65.24250003,4440.97642494,15810,0.01396976,32260233923.5,5164,
2017-10-06,3773,1394580000.0,91.91,24504100.0,75.72094835,4421.61372897,19053,0.01395184,30986967672.2,6010,
2017-10-07,3318,1380750000.0,90.94,22617600.0,65.04061212,4640.27112819,15428,0.01393056,30293750848.2,5044,
2017-10-08,3849,1388030000.0,91.39,29220800.0,88.1415676,4515.26331757,18645,0.01391376,31930723413.4,5735,
2017-10-09,4256,1363380000.0,89.74,38063700.0,94.73412537,4253.8834534,21967,0.01389584,31761057770.1,6803,
2017-10-10,4231,1301030000.0,85.61,31695500.0,91.88800734,4373.25150691,20954,0.01387792,30156429701.0,6625,
2017-10-11,3632,1318540000.0,86.74,21103400.0,84.24804821,4694.7971542,17218,0.01385888,29511844100.2,5913,
2017-10-12,4086,1331450000.0,87.56,32783200.0,86.26859185,4305.50264423,21292,0.01383704,32654988120.7,6581,
2017-10-13,4609,1326720000.0,87.23,63578800.0,104.87791066,4459.1340868,30022,0.01382136,31008477131.1,7574,
2017-10-14,3795,1446050000.0,95.06,38886100.0,80.39794945,4472.28482261,17702,0.01380064,31187514262.8,5714,
2017-10-15,3680,1520300000.0,99.94,34188200.0,77.30187401,4429.41889231,17393,0.0137816,31200105387.7,5540,
2017-10-16,4070,1446090000.0,94.99,32185000.0,88.8271888,4434.87643831,19834,0.01376256,31384932079.7,6750,
2017-10-17,4598,1460870000.0,95.93,43866200.0,101.76068755,4373.18565062,24419,0.0137452,30820083416.7,7074,
2017-10-18,4269,1389050000.0,91.19,36277100.0,86.7401971,4331.63366708,19366,0.0137256,31112570186.3,6184,
2017-10-19,3865,1366060000.0,89.66,35302300.0,87.93145021,4203.34467514,18276,0.0137088,29759670464.5,6366,
2017-10-20,3921,1351990000.0,88.71,38260700.0,93.35632305,4393.21698788,18948,0.01369032,29459439901.5,6392,
2017-10-21,3531,1378290000.0,90.41,25267200.0,75.4206219437,4466.90984131,15948,0.01367072,28680244501.3,5348,
2017-10-22,3678,1344760000.0,88.18,27130000.0,80.07138424,4430.10300357,17186,0.01365056,29590159123.8,5552,
2017-10-23,4062,1319200000.0,86.48,26261800.0,92.79532712,4447.24984754,19922,0.01363432,29259378957.5,6803,
2017-10-24,4198,1299330000.0,85.16,42191100.0,90.40160093,4393.25691329,20475,0.01361416,30170682991.5,6776,
2017-10-25,4095,1350650000.0,88.49,59952100.0,87.01551298,4362.35985371,19535,0.01359456,31390290906.4,6373,
2017-10-26,4019,1346070000.0,88.17,23132200.0,80.7690029,4466.23659818,19092,0.01357496,31925077579.1,5965,
2017-10-27,3520,1352700000.0,88.58,27939000.0,81.98675436,4193.30715451,18806,0.01355928,31492373555.9,6370,
2017-10-28,3171,1327650000.0,86.91,25397400.0,69.91931055,4163.74335249,15352,0.01353912,29551004827.8,5515,
2017-10-29,3591,1318160000.0,86.27,38368700.0,75.445304,4562.8619449,17454,0.01352008,29256917604.3,5502,
2017-10-30,4365,1354090000.0,88.59,28179100.0,99.89594345,4230.59947846,22628,0.01350384,30463342392.6,7384,
2017-10-31,4130,1356840000.0,88.75,28704900.0,95.05999011,4374.54321177,21358,0.0134848,30080705033.3,7364,
2017-11-01,4476,1340360000.0,87.65,36899300.0,94.46350381,4297.43788194,21895,0.01346464,30299356133.4,6445,
2017-11-02,4296,1310390000.0,85.66,48608100.0,86.38669013,4099.21559602,22019,0.01344784,28777842400.8,6775,
2017-11-03,4406,1278080000.0,83.53,37321100.0,97.99499165,4411.95024758,20157,0.01343048,27084347422.6,6394,
2017-11-04,3275,1345360000.0,87.9,23011500.0,61.29633306,4118.76488677,16045,0.0134092,26462055831.0,5273,
2017-11-05,3508,1336790000.0,87.31,27619800.0,69.62498406,4459.35736209,17585,0.01339296,25831036719.6,6157,
2017-11-06,4985,1323540000.0,86.42,103722000.0,102.75946006,4447.08559818,24520,0.01337224,28171868394.9,6749,
2017-11-07,6032,1596750000.0,104.23,81253300.0,139.05830286,4022.15870684,30157,0.01335992,26866548312.5,8946,
2017-11-08,5211,1529550000.0,99.82,79822900.0,101.33048356,4404.7350669,27552,0.01333472,27095347703.6,8364,
2017-11-09,5747,1724820000.0,112.53,86864600.0,112.02527292,4231.58460574,30568,0.01332016,27742688751.0,8523,
2017-11-10,5312,1860390000.0,121.34,84614000.0,104.47202585,4541.09755578,26371,0.01330056,27860650098.1,8401,
2017-11-11,4807,1621800000.0,105.75,107708000.0,94.49525963,4042.68035056,26344,0.01328152,29446102713.4,7310,
2017-11-12,5715,1834630000.0,119.6,144948000.0,108.3414246,4528.78765577,30370,0.01326416,29115351900.6,7993,
2017-11-13,5730,1978840000.0,128.96,116200000.0,115.08620926,3983.15166765,33092,0.01324568,32488966293.6,9248,
2017-11-14,4092,1896990000.0,123.62,53544800.0,74.189663,4139.23901672,22192,0.01322888,27330356023.2,6036,
2017-11-15,4696,1876740000.0,122.24,49976700.0,87.09725523,4333.1433768,28978,0.0132076,28708921865.0,7396,
2017-11-16,4406,1861940000.0,121.24,74944100.0,85.91677461,4327.84836472,24296,0.01319136,29481095310.3,6270,
2017-11-17,4242,1843600000.0,120.02,47127700.0,84.35814369,4115.86172381,21471,0.01317232,30496814420.4,6944,
2017-11-18,4334,1945200000.0,126.59,62156400.0,79.65951809,4368.83328647,21194,0.01315328,29164346764.4,6432,
2017-11-19,4284,2009180000.0,130.72,42133000.0,79.32090336,4304.32291222,20086,0.0131348,29457176874.5,5877,
2017-11-20,5092,1990900000.0,129.5,59945400.0,95.24571162,4226.99783542,26947,0.01311576,31411718475.8,8068,
2017-11-21,5857,2093010000.0,136.1,72701500.0,138.50037869,4104.06415891,28867,0.013104,30928710876.7,8017,
2017-11-22,7741,2184930000.0,142.08,189472000.0,164.2434566,4436.94329254,37217,0.0130816,31674642409.0,10253,
2017-11-23,6429,2555950000.0,166.11,109392000.0,149.66495868,4104.22480659,34366,0.01306704,33335109367.2,9292,
2017-11-24,5845,2441330000.0,158.62,69178000.0,145.89208898,4283.82044944,30286,0.01304912,32610708292.0,8516,
2017-11-25,5464,2463190000.0,160.0,64076700.0,134.51922662,3994.47156615,25401,0.01303148,33104149672.5,7881,
2017-11-26,4884,2595920000.0,168.57,61100400.0,96.62410534,4286.00471687,23567,0.01300992,33407017830.2,6876,
2017-11-27,6160,2509520000.0,162.92,81489700.0,129.92856284,4122.40832787,29775,0.01299368,32707743564.7,9275,
2017-11-28,7213,2701720000.0,175.35,179179000.0,134.41410295,4227.00933536,37517,0.0129752,33238433281.3,9251,
2017-11-29,7783,3142680000.0,203.91,178828000.0,141.82612177,4127.98449883,38895,0.0129556,33228960848.1,10878,
2017-11-30,6468,2627490000.0,170.49,128112000.0,114.60434768,4163.98974769,30577,0.01293712,32419912357.3,8885,
2017-12-01,5916,2771380000.0,179.72,70430500.0,127.55852514,4186.84248568,27762,0.01292256,32550863128.9,8061,
2017-12-02,5201,2943520000.0,190.83,80791100.0,107.52997876,4301.34104394,25364,0.01290296,33804312075.5,7754,
2017-12-03,6970,3137680000.0,203.37,111303000.0,162.70053275,4237.20536705,32836,0.01288672,34843025021.5,10098,
2017-12-04,5983,3079850000.0,199.56,74534400.0,127.836020286,4054.60799775,27085,0.0128688,36814573307.4,8210,
2017-12-05,8674,3258360000.0,211.13,352326000.0,186.05344447,4024.75752446,40788,0.01285032,36561966007.0,11586,
2017-12-06,10833,4140770000.0,268.16,543884000.0,218.687263965,4544.83660122,54418,0.01282624,38636041943.0,14276,
2017-12-07,8662,4291850000.0,277.87,299528000.0,166.2961954,4499.3492111,41103,0.01281056,45917049794.1,11750,
2017-12-08,6140,4346000000.0,281.31,201497000.0,114.52301912,3677.68151536,33078,0.01279488,47079050186.0,8000,
2017-12-09,5027,4283550000.0,277.27,161152000.0,93.71595586,4283.27404005,22846,0.0127764,44272139452.3,7472,
2017-12-10,4854,4061590000.0,262.9,142120000.0,101.70784818,4151.32334891,23100,0.01276184,45310214248.2,7354,
2017-12-11,6023,3784310000.0,244.95,152497000.0,117.98269273,3975.6036547,29742,0.01274448,45602769812.7,8276,
2017-12-12,7468,4348820000.0,281.49,271786000.0,140.11050104,4180.19653128,35066,0.01272544,45163391143.3,10794,
2017-12-13,8230,4749580000.0,307.43,248583000.0,171.20174454,3889.49455476,43335,0.01270696,45683689907.0,12142,
2017-12-14,7562,4692810000.0,303.26,261053000.0,154.30893778,4082.91991515,34203,0.01269128,44009932774.5,11018,
2017-12-15,7106,5039870000.0,325.61,163054000.0,139.69277252,4468.59186961,30677,0.0126728,47094351218.8,9247,
2017-12-16,6314,4839760000.0,312.61,164861000.0,116.68118348,4174.10486378,29398,0.01265264,52884309752.3,8558,
2017-12-17,7311,5078920000.0,328.06,278705000.0,148.09736871,4116.8085401,35813,0.01263584,56014598853.9,10167,
2017-12-18,7245,5469410000.0,353.07,217306000.0,141.88227197,4020.95863192,32739,0.01261792,55132155445.0,9867,
2017-12-19,8498,5904690000.0,381.07,317292000.0,170.459483798,4054.01667493,39110,0.01260112,55456840607.5,11793,
2017-12-20,10689,5823300000.0,375.71,498648000.0,278.40875046,4127.38980907,49869,0.01258432,56118583489.5,12808,
2017-12-21,9425,7291030000.0,470.29,354021000.0,429.2931616,3823.79250775,41177,0.01256696,56787683897.4,12818,
2017-12-22,6469,6504920000.0,419.53,334617000.0,253.58540591,4222.85421244,28833,0.01255184,57066083428.9,9154,
2017-12-23,5475,5423160000.0,349.76,190117000.0,186.87810789,4145.03747996,24059,0.01253112,58462096989.1,7442,
2017-12-24,4473,6062810000.0,391.01,134675000.0,155.04881127,3926.65964415,28103,0.01251488,62249384950.9,6551,
2017-12-25,4403,5271820000.0,339.69,119632000.0,127.55518581,3994.41660416,19084,0.01250032,58359663542.1,6476,
2017-12-26,5969,5605310000.0,361.08,161342000.0,170.90370771,4072.02521419,31987,0.01248184,58417213688.8,8869,
2017-12-27,7805,5920710000.0,381.3,250742000.0,227.18157339,4104.73408815,36511,0.01246392,59913756478.1,11804,
2017-12-28,6330,6561210000.0,422.51,162717000.0,190.2394904,4055.06248161,28780,0.01244768,62386120895.3,9318,
2017-12-29,6827,5921340000.0,381.3,173825000.0,201.748927248,4176.55410876,31002,0.01242864,66161421596.2,9504,
2017-12-30,5954,5882180000.0,378.52,140463000.0,152.117621884,3766.4923767,28115,0.01241128,67857959062.0,8736,
2017-12-31,5306,5113910000.0,329.0,101667000.0,142.465807379,4093.59940982,25191,0.01239504,64945130852.9,7869,
2018-01-01,4884,5434340000.0,349.55,110244000.0,129.064498764,3862.03803785,21944,0.01237656,67760879744.8,6845,
2018-01-02,6724,5582210000.0,359.06,224769000.0,190.66704639,4270.23294131,31259,0.01236144,67439603202.0,8815,
2018-01-03,7451,5953920000.0,382.74,180190000.0,174.94554581,3834.34639319,32148,0.01234128,71853905559.2,9691,
2018-01-04,7070,6448110000.0,414.41,166108000.0,181.495928452,3867.65523827,32200,0.01232616,70126035670.3,9185,
2018-01-05,6678,6262550000.0,402.38,182618000.0,176.161230658,4141.89870644,35855,0.01230936,71552941411.7,9393,
2018-01-06,7278,5999260000.0,385.37,235391000.0,224.4866486,3866.6539854,31537,0.0122976,69831165867.6,9346,
2018-01-07,7560,7103000000.0,456.15,262443000.0,220.24825045,3966.43471412,35051,0.01227744,68988769530.7,10478,
2018-01-08,6735,7139010000.0,458.35,220924000.0,196.61703849,3582.42118334,30570,0.01226008,66717499190.4,9571,
2018-01-09,8204,6289410000.0,403.71,522438000.0,241.69997458,4218.49550827,39176,0.0122444,64180245587.6,10659,
2018-01-10,6521,6439820000.0,413.25,265152000.0,192.72997215,3978.04759831,30947,0.01222704,72164052081.7,8417,
2018-01-11,5432,6329790000.0,406.08,187722000.0,174.84503575,3988.754573,24895,0.01220912,70888298242.7,8205,
2018-01-12,4627,5591320000.0,358.62,158189000.0,129.065862823,3880.23130028,20152,0.01219176,74556206051.7,6389,
2018-01-13,5879,6129540000.0,393.04,248705000.0,169.436840268,4014.61160326,27516,0.01217552,74483589963.6,8581,
2018-01-14,4740,6556930000.0,420.34,180678000.0,115.95975368,3912.97317425,22602,0.01215592,75708069630.5,6547,
2018-01-15,5851,6179110000.0,396.02,264782000.0,136.396327227,3967.03109806,26215,0.01214024,81356206361.2,7738,
2018-01-16,5921,6491450000.0,415.93,283036000.0,222.742959265,3863.87249122,26378,0.01212344,81244189549.9,7692,
2018-01-17,5247,4978850000.0,318.93,192937000.0,165.191731466,3587.74948228,25331,0.01210776,75273715239.8,7559,
2018-01-18,5368,5005990000.0,320.6,152851000.0,139.855870608,4048.1056735,23853,0.01208984,71871544582.7,7261,
2018-01-19,5316,4906340000.0,314.13,199852000.0,143.273285721,4117.21017191,27922,0.01207248,77402831268.6,7870,
2018-01-20,5255,5743450000.0,367.63,240595000.0,140.90765145,3315.42182337,26838,0.01205904,77128214012.7,6894,
2018-01-21,5244,6008720000.0,384.53,126395000.0,138.449200411,4176.15461395,22795,0.01204336,67944312534.3,7484,
2018-01-22,4991,5453550000.0,348.91,116893000.0,146.609976937,3762.85814031,22222,0.01202488,74117393618.8,6955,
2018-01-23,4920,4929480000.0,315.31,116898000.0,185.32614221,3910.79918017,21593,0.01201396,72728637490.0,7759,
2018-01-24,5224,4830950000.0,308.93,92263600.0,165.962765899,3969.45043813,27161,0.01199856,74648885195.4,7379,
2018-01-25,4410,5039370000.0,322.17,76537300.0,123.708741107,3554.68253205,19749,0.01197672,76415492559.8,6231,
2018-01-26,4501,4953260000.0,316.6,91052800.0,121.145734344,4114.99145483,23480,0.0119616,70564715050.1,6446,
2018-01-27,3990,5090880000.0,325.31,66614100.0,101.300881971,3507.30244692,17973,0.01194312,75435670417.6,5736,
2018-01-28,4622,5055340000.0,322.96,75700900.0,125.415825753,4136.92928822,19945,0.01192688,70810111135.0,6364,
2018-01-29,4601,5194670000.0,331.77,55323000.0,121.832127474,3944.83057349,19687,0.01190896,77995113678.9,6354,
2018-01-30,5249,4970190000.0,317.36,93182600.0,182.433305669,3980.47379526,24855,0.01189272,85462783362.5,7892,
2018-01-31,5237,4306290000.0,274.9,67649500.0,226.484443449,3863.42437579,22140,0.01187872,88336320888.5,6972,
2018-02-01,5044,4291340000.0,273.88,73082700.0,167.146323949,3932.65404882,21437,0.01185912,96770277303.6,6594,
2018-02-02,5301,3774700000.0,240.84,122696000.0,188.633059203,3609.53619602,36539,0.011844,96243914188.9,6890,
2018-02-03,3831,3707610000.0,236.51,55887100.0,119.35710821,4133.26902445,16006,0.01182608,98179095068.8,5508,
2018-02-04,3984,3951030000.0,251.97,48981700.0,123.339281655,3505.16295006,18061,0.01180984,1.03140545393e+11,5893,
2018-02-05,4409,3435450000.0,219.04,77454500.0,129.651824768,3769.68536666,19155,0.01179472,91671538851.8,5803,
2018-02-06,4596,2837430000.0,180.87,100344000.0,141.709574807,3910.7408837,20400,0.01177848,94481799214.2,6100,
2018-02-07,4220,3306780000.0,210.73,64730900.0,122.040202494,4105.30822276,19484,0.01176224,98881624823.8,5767,
2018-02-08,3082,3261220000.0,207.78,81312200.0,82.4538096622,3869.2082267,13962,0.01174264,1.18665048314e+11,4234,
2018-02-09,3839,3890810000.0,247.82,77557200.0,103.575720497,3543.99900095,19692,0.0117292,1.23134227333e+11,5124,
2018-02-10,3897,4092070000.0,260.59,76435300.0,109.271139142,3628.78903966,16442,0.01171184,1.11759021301e+11,5371,
2018-02-11,3623,3917970000.0,249.44,51680100.0,101.359340172,3941.14177369,15059,0.01169728,1.0672608451e+11,4799,
2018-02-12,4056,3611420000.0,229.87,45760100.0,91.8215875569,3785.47935748,17398,0.0116788,1.13930861186e+11,5239,
2018-02-13,3966,3897150000.0,247.99,46476400.0,94.715113471,3941.67343471,16866,0.01166368,1.21384576263e+11,5175,
2018-02-14,4627,3683460000.0,234.34,116137000.0,98.775845566,3590.97226805,18843,0.01164968,1.23455317349e+11,5656,
2018-02-15,3902,4340620000.0,276.08,85772700.0,57.0708808249,3463.81765523,16724,0.01163176,1.12380495771e+11,5149,
2018-02-16,4028,4733640000.0,301.01,64320200.0,72.6542990301,3665.61346071,16648,0.01161776,98760055344.8,5439,
2018-02-17,3790,4655820000.0,296.0,134269000.0,63.508403224,3945.56853723,16439,0.01160096,1.05885933125e+11,5021,
2018-02-18,3406,5128420000.0,325.96,68135100.0,59.0686243229,3722.87072503,14687,0.01158584,1.12838040969e+11,4391,
2018-02-19,4043,4716460000.0,299.7,67482400.0,67.5899285504,3609.30571583,16866,0.01156848,1.09550995142e+11,5088,
2018-02-20,4638,4989710000.0,317.0,71114700.0,81.0728490871,3861.80408879,28785,0.0115528,1.13458310205e+11,5728,
2018-02-21,4551,4761040000.0,302.39,169590000.0,66.1600838977,3790.47931685,20668,0.01153544,1.19639853743e+11,5796,
2018-02-22,4156,5049380000.0,320.63,103123000.0,83.2528292946,3418.55617668,18742,0.01152144,1.21728530598e+11,5245,
2018-02-23,3319,4416890000.0,280.41,89026300.0,46.0886197564,3770.24938885,15577,0.01150352,1.08115907807e+11,4492,
2018-02-24,2875,4500970000.0,285.68,62206300.0,41.52424547,3893.15491016,12362,0.0114884,1.12241624435e+11,4193,
2018-02-25,2913,4302820000.0,273.03,33676300.0,46.5643712549,3620.88706823,13024,0.01147216,1.18226193306e+11,3899,
2018-02-26,4170,4449610000.0,282.28,53939200.0,65.58850832,3487.98500579,17510,0.01145704,1.13367439578e+11,5203,
2018-02-27,4864,4652030000.0,295.06,64821400.0,89.8011611331,3446.71774207,21033,0.01144416,1.04967546081e+11,6105,
2018-02-28,3922,4755310000.0,301.54,47981800.0,54.4793139105,3984.32684752,19176,0.01142512,1.01806470548e+11,5116,
2018-03-01,4172,4511850000.0,286.03,62044300.0,66.5440987405,3631.51254467,19824,0.01140888,1.14212435511e+11,5682,
2018-03-02,5262,4946550000.0,313.52,170634000.0,85.277656776,3417.84953402,23390,0.01139488,1.06520391477e+11,6261,
2018-03-03,5398,5460590000.0,346.02,196022000.0,85.0001017176,3967.15704733,25444,0.01137752,1.06147879689e+11,6958,
2018-03-04,5099,5552320000.0,351.75,123113000.0,82.6669595747,3798.667553,21569,0.01135848,1.17457927903e+11,5982,
2018-03-05,5670,5827040000.0,369.06,130898000.0,80.5239329051,3287.78369355,25527,0.01134448,1.21704273653e+11,6860,
2018-03-06,5284,5825450000.0,368.88,93212700.0,70.5868476701,3632.83506227,26160,0.01132824,1.06863133175e+11,6431,
2018-03-07,4737,5469110000.0,346.24,162103000.0,73.3863780013,3930.20588974,20070,0.01131368,1.13339517867e+11,5868,
2018-03-08,4464,5342310000.0,338.13,128424000.0,80.9676426901,3555.11763453,18027,0.01130024,1.24156219625e+11,5590,
2018-03-09,4147,4387040000.0,277.61,155072000.0,55.6487181269,3668.04823487,18219,0.01128512,1.16094272941e+11,5203,
2018-03-10,3440,4595400000.0,290.72,78431700.0,52.6796549295,3496.49450733,14934,0.01126832,1.237346415e+11,4473,
2018-03-11,3152,4058010000.0,256.67,73755400.0,49.5048431518,3491.71488482,14212,0.01125264,1.13500245388e+11,4259,
2018-03-12,4290,4466340000.0,282.43,66680300.0,70.0657510803,3667.5608248,17237,0.01123808,1.13092836989e+11,5358,
2018-03-13,4112,4084440000.0,258.22,69264500.0,57.6356512199,3833.36271996,20230,0.0112196,1.17105920792e+11,5244,
2018-03-14,4087,3928670000.0,248.31,75383300.0,57.0176743093,3462.70953723,17204,0.01120728,1.22088406775e+11,5186,
2018-03-15,3679,3415550000.0,215.84,75798000.0,50.9913688117,3333.32371794,15404,0.01119216,1.13137011255e+11,4813,
2018-03-16,3083,3374770000.0,213.21,62972500.0,41.7013318761,3812.99555632,13478,0.01117592,1.09816002255e+11,4112,
2018-03-17,2785,3411600000.0,215.49,48877500.0,36.2111856817,3658.10641394,12998,0.011158,1.16439510324e+11,3858,
2018-03-18,3300,3126390000.0,197.43,75859900.0,45.4341036588,3563.36644568,14616,0.01114456,1.21330446868e+11,4355,
2018-03-19,3604,3331520000.0,210.33,67314400.0,48.377588821,3424.4337345,15730,0.01113,1.20586514533e+11,4553,
2018-03-20,3727,3452770000.0,217.94,60005900.0,49.0809556178,3781.99960494,15414,0.0111132,1.18238612526e+11,4757,
2018-03-21,4273,3553750000.0,224.26,57121400.0,56.5566196435,3647.56542705,18109,0.01110144,1.15368766243e+11,5392,
2018-03-22,3554,3464170000.0,218.56,40394500.0,45.8466421558,3528.79365951,15041,0.01108128,1.29333612368e+11,4690,
